method,feature,raw_score,normalized_score,ranking,method_type
Naive Bayes,ch5,0.00857142857142854,0.2222222222222219,11.0,Permutation
Naive Bayes,ch6,0.007499999999999984,0.16666666666666716,12.0,Permutation
Naive Bayes,ch7,0.011785714285714278,0.38888888888888967,10.0,Permutation
Naive Bayes,ch8,0.023571428571428556,1.0,1.0,Permutation
Naive Bayes,ch9,0.004285714285714259,0.0,14.0,Permutation
Naive Bayes,ch10,0.013214285714285701,0.4629629629629634,7.0,Permutation
Naive Bayes,ch11,0.014285714285714268,0.5185185185185187,6.0,Permutation
Naive Bayes,ch12,0.017142857142857116,0.6666666666666663,3.0,Permutation
Naive Bayes,ch13,0.014999999999999968,0.555555555555555,5.0,Permutation
Random Forest (Tuned),ch0,0.10418273506151227,0.9990875347680096,2.0,Built-in
Random Forest (Tuned),ch1,0.047603519456221585,0.28576799581221,13.0,Built-in
Random Forest (Tuned),ch2,0.06130725865841815,0.4585371801337987,10.0,Built-in
Random Forest (Tuned),ch3,0.06521403480645152,0.5077916586716398,8.0,Built-in
Random Forest (Tuned),ch4,0.05443449754846031,0.37188919935390874,12.0,Built-in
Random Forest (Tuned),ch5,0.024936918914451333,0.0,14.0,Built-in
Random Forest (Tuned),ch6,0.102301121827111,0.9753651930830405,3.0,Built-in
Random Forest (Tuned),ch7,0.10425511015328207,1.0,1.0,Built-in
Random Forest (Tuned),ch8,0.07166498012196157,0.5891216186058742,6.0,Built-in
Random Forest (Tuned),ch9,0.09790819187385572,0.9199815555511662,4.0,Built-in
Random Forest (Tuned),ch10,0.06003802908699246,0.442535433855899,11.0,Built-in
Random Forest (Tuned),ch11,0.07349982682542801,0.612254353667137,5.0,Built-in
Random Forest (Tuned),ch12,0.06138671474309326,0.45953891861817564,9.0,Built-in
Random Forest (Tuned),ch13,0.07126706092276086,0.5841048728507604,7.0,Built-in
Support Vector Machine (Tuned),ch0,1.2531364939914176,0.180098834601664,7.0,Coefficients
Support Vector Machine (Tuned),ch1,1.0950060374635562,0.13097192155764992,8.0,Coefficients
Support Vector Machine (Tuned),ch2,0.8036422742227042,0.0404529755228103,12.0,Coefficients
Support Vector Machine (Tuned),ch3,3.8922468625994853,1.0,1.0,Coefficients
Support Vector Machine (Tuned),ch4,2.8854105573502538,0.6872028279459217,2.0,Coefficients
Support Vector Machine (Tuned),ch5,0.9487361401637354,0.08552976776016764,11.0,Coefficients
Support Vector Machine (Tuned),ch6,1.4149423765527045,0.23036760443347523,6.0,Coefficients
Support Vector Machine (Tuned),ch7,1.0479250699799194,0.11634512134229007,9.0,Coefficients
Support Vector Machine (Tuned),ch8,2.355043717470671,0.522432003929474,3.0,Coefficients
Support Vector Machine (Tuned),ch9,1.5538810951369972,0.27353215664062497,5.0,Coefficients
Support Vector Machine (Tuned),ch10,0.6734316200014366,0.0,14.0,Coefficients
Support Vector Machine (Tuned),ch11,1.0374612961537752,0.11309430604613209,10.0,Coefficients
Support Vector Machine (Tuned),ch12,2.038758664488815,0.4241706782105836,4.0,Coefficients
Support Vector Machine (Tuned),ch13,0.6801506486113823,0.0020874228880942043,13.0,Coefficients
K-Nearest Neighbors (Tuned),ch0,0.009285714285714263,0.13186813186813162,5.0,Permutation
K-Nearest Neighbors (Tuned),ch1,0.004999999999999982,0.0,13.5,Permutation
K-Nearest Neighbors (Tuned),ch2,0.03750000000000001,1.0,1.0,Permutation
K-Nearest Neighbors (Tuned),ch3,0.007499999999999974,0.07692307692307661,7.0,Permutation
K-Nearest Neighbors (Tuned),ch4,0.00892857142857142,0.12087912087912105,6.0,Permutation
K-Nearest Neighbors (Tuned),ch5,0.0267857142857143,0.6703296703296707,3.0,Permutation
K-Nearest Neighbors (Tuned),ch6,0.006428571428571417,0.043956043956044126,10.0,Permutation
K-Nearest Neighbors (Tuned),ch7,0.004999999999999982,0.0,13.5,Permutation
K-Nearest Neighbors (Tuned),ch8,0.0067857142857142725,0.05494505494505505,9.0,Permutation
K-Nearest Neighbors (Tuned),ch9,0.005714285714285694,0.021978021978021903,11.5,Permutation
K-Nearest Neighbors (Tuned),ch10,0.00714285714285714,0.06593406593406635,8.0,Permutation
K-Nearest Neighbors (Tuned),ch11,0.009999999999999986,0.15384615384615385,4.0,Permutation
K-Nearest Neighbors (Tuned),ch12,0.005714285714285694,0.021978021978021903,11.5,Permutation
K-Nearest Neighbors (Tuned),ch13,0.029285714285714293,0.7472527472527475,2.0,Permutation
Neural Network (Tuned),ch0,0.1710714285714286,0.5080058224163029,6.0,Permutation
Neural Network (Tuned),ch1,0.06964285714285715,0.09461426491994174,11.0,Permutation
Neural Network (Tuned),ch2,0.22107142857142864,0.7117903930131008,3.0,Permutation
Neural Network (Tuned),ch3,0.29178571428571426,1.0,1.0,Permutation
Neural Network (Tuned),ch4,0.22714285714285715,0.7365356622998546,2.0,Permutation
Neural Network (Tuned),ch5,0.046428571428571444,0.0,14.0,Permutation
Neural Network (Tuned),ch6,0.06821428571428576,0.08879184861717625,12.0,Permutation
Neural Network (Tuned),ch7,0.11785714285714288,0.2911208151382825,10.0,Permutation
Neural Network (Tuned),ch8,0.2135714285714286,0.6812227074235809,4.0,Permutation
Neural Network (Tuned),ch9,0.14964285714285713,0.420669577874818,8.0,Permutation
Neural Network (Tuned),ch10,0.16357142857142856,0.47743813682678304,7.0,Permutation
Neural Network (Tuned),ch11,0.05857142857142859,0.04949053857350801,13.0,Permutation
Neural Network (Tuned),ch12,0.1903571428571429,0.5866084425036392,5.0,Permutation
Neural Network (Tuned),ch13,0.13857142857142857,0.37554585152838427,9.0,Permutation
Naive Bayes (Tuned),ch0,0.0007142857142857118,0.15517241379310348,12.0,Permutation
Naive Bayes (Tuned),ch1,0.005714285714285705,0.3965517241379308,5.0,Permutation
Naive Bayes (Tuned),ch2,0.0014285714285714236,0.18965517241379304,10.5,Permutation
Naive Bayes (Tuned),ch3,0.009285714285714276,0.5689655172413791,2.0,Permutation
Naive Bayes (Tuned),ch4,0.003214285714285703,0.2758620689655169,9.0,Permutation
Naive Bayes (Tuned),ch5,0.0014285714285714236,0.18965517241379304,10.5,Permutation
Naive Bayes (Tuned),ch6,-0.0017857142857143015,0.034482758620689016,13.0,Permutation
Naive Bayes (Tuned),ch7,0.005714285714285716,0.39655172413793144,4.0,Permutation
Naive Bayes (Tuned),ch8,0.018214285714285704,1.0,1.0,Permutation
Naive Bayes (Tuned),ch9,-0.0025000000000000022,0.0,14.0,Permutation
Naive Bayes (Tuned),ch10,0.0067857142857142725,0.4482758620689652,3.0,Permutation
Naive Bayes (Tuned),ch11,0.004999999999999993,0.3620689655172413,6.0,Permutation
Naive Bayes (Tuned),ch12,0.003928571428571415,0.31034482758620646,8.0,Permutation
Naive Bayes (Tuned),ch13,0.003928571428571425,0.31034482758620696,7.0,Permutation
Mutual Information,ch0,0.49420385562964886,1.0,1.0,Statistical
Mutual Information,ch1,0.36569693351411625,0.7268898677605503,11.0,Statistical
Mutual Information,ch2,0.22109831403010505,0.4195807560115666,13.0,Statistical
Mutual Information,ch3,0.408214825536686,0.8172512811510833,6.0,Statistical
Mutual Information,ch4,0.36835800132923135,0.7325453186181379,10.0,Statistical
Mutual Information,ch5,0.023672348571302182,0.0,14.0,Statistical
Mutual Information,ch6,0.4634289509755325,0.9345954432541321,2.0,Statistical
Mutual Information,ch7,0.40091553962661997,0.8017384285565792,7.0,Statistical
Mutual Information,ch8,0.36858278288532276,0.7330230370125908,9.0,Statistical
Mutual Information,ch9,0.42213209932302154,0.8468290534735854,4.0,Statistical
Mutual Information,ch10,0.37677114708644366,0.7504254087523976,8.0,Statistical
Mutual Information,ch11,0.41214278193101195,0.8255991948091561,5.0,Statistical
Mutual Information,ch12,0.4286687292059246,0.8607210666222235,3.0,Statistical
Mutual Information,ch13,0.23449044609470326,0.4480424676370488,12.0,Statistical
Chi-Square,ch0,77.46047316430568,0.5025769086855898,7.0,Statistical
Chi-Square,ch1,153.10930807702195,1.0,1.0,Statistical
Chi-Square,ch2,39.125503248780035,0.25050826463010406,12.0,Statistical
Chi-Square,ch3,40.38836943736907,0.2588121440509729,11.0,Statistical
Chi-Square,ch4,27.3202354296053,0.17288363473086257,13.0,Statistical
Chi-Square,ch5,1.0278381299416104,0.0,14.0,Statistical
Chi-Square,ch6,87.8532024117095,0.5709134999285609,5.0,Statistical
Chi-Square,ch7,142.62966058915669,0.9310918845569295,2.0,Statistical
Chi-Square,ch8,142.13707677462435,0.9278529375984096,3.0,Statistical
Chi-Square,ch9,112.44338605078215,0.7326043597527675,4.0,Statistical
Chi-Square,ch10,73.77038111684496,0.4783129924521081,9.0,Statistical
Chi-Square,ch11,85.40641573419622,0.5548248424585569,6.0,Statistical
Chi-Square,ch12,76.73782714538125,0.497825205409866,8.0,Statistical
Chi-Square,ch13,44.14697836434685,0.28352658775200795,10.0,Statistical
ANOVA F-Score,ch0,192.28722825384943,0.5393441964912464,7.0,Statistical
ANOVA F-Score,ch1,292.7595724836251,0.8274793766966149,3.0,Statistical
ANOVA F-Score,ch2,67.4981872941694,0.18147345026537445,13.0,Statistical
ANOVA F-Score,ch3,156.86648941857595,0.43776439315782123,10.0,Statistical
ANOVA F-Score,ch4,106.93658612395323,0.2945751225807227,11.0,Statistical
ANOVA F-Score,ch5,4.218642774016876,0.0,14.0,Statistical
ANOVA F-Score,ch6,286.5466722842608,0.8096619849330884,4.0,Statistical
ANOVA F-Score,ch7,352.91727845662945,1.0,1.0,Statistical
ANOVA F-Score,ch8,232.44419075176626,0.6545065699238397,5.0,Statistical
ANOVA F-Score,ch9,312.4754482221849,0.8840206811957392,2.0,Statistical
ANOVA F-Score,ch10,191.8029356723562,0.5379553393752867,8.0,Statistical
ANOVA F-Score,ch11,205.15424242295205,0.5762442954661511,6.0,Statistical
ANOVA F-Score,ch12,190.67540504110465,0.5347218003938558,9.0,Statistical
ANOVA F-Score,ch13,78.52026347403547,0.21308262521465196,12.0,Statistical
Consensus_mean_normalized,ch0,0.4578815758380922,0.4578815758380922,6.0,Consensus
Consensus_mean_normalized,ch1,0.3400904461670754,0.3400904461670754,13.0,Consensus
Consensus_mean_normalized,ch2,0.4901101585664897,0.4901101585664897,4.0,Consensus
Consensus_mean_normalized,ch3,0.5921709323778294,0.5921709323778294,1.0,Consensus
Consensus_mean_normalized,ch4,0.4429096155272657,0.4429096155272657,7.0,Consensus
Consensus_mean_normalized,ch5,0.12392911056598306,0.12392911056598306,14.0,Consensus
Consensus_mean_normalized,ch6,0.42135228256454604,0.42135228256454604,10.0,Consensus
Consensus_mean_normalized,ch7,0.5153018775011987,0.5153018775011987,3.0,Consensus
Consensus_mean_normalized,ch8,0.5538304657942431,0.5538304657942431,2.0,Consensus
Consensus_mean_normalized,ch9,0.43649487999321857,0.43649487999321857,8.0,Consensus
Consensus_mean_normalized,ch10,0.35358847241455216,0.35358847241455216,12.0,Consensus
Consensus_mean_normalized,ch11,0.37764735670791083,0.37764735670791083,11.0,Consensus
Consensus_mean_normalized,ch12,0.4351521330126224,0.4351521330126224,9.0,Consensus
Consensus_mean_normalized,ch13,0.46467671599838234,0.46467671599838234,5.0,Consensus
Consensus_median_normalized,ch0,0.5025769086855898,0.5025769086855898,3.0,Consensus
Consensus_median_normalized,ch1,0.27762389514600677,0.27762389514600677,12.0,Consensus
Consensus_median_normalized,ch2,0.4259259259259248,0.4259259259259248,8.0,Consensus
Consensus_median_normalized,ch3,0.5689655172413791,0.5689655172413791,2.0,Consensus
Consensus_median_normalized,ch4,0.37188919935390874,0.37188919935390874,11.0,Consensus
Consensus_median_normalized,ch5,0.0,0.0,14.0,Consensus
Consensus_median_normalized,ch6,0.2649572649572647,0.2649572649572647,13.0,Consensus
Consensus_median_normalized,ch7,0.39655172413793144,0.39655172413793144,10.0,Consensus
Consensus_median_normalized,ch8,0.5891216186058742,0.5891216186058742,1.0,Consensus
Consensus_median_normalized,ch9,0.420669577874818,0.420669577874818,9.0,Consensus
Consensus_median_normalized,ch10,0.442535433855899,0.442535433855899,7.0,Consensus
Consensus_median_normalized,ch11,0.47741935483871,0.47741935483871,4.0,Consensus
Consensus_median_normalized,ch12,0.45100502512562807,0.45100502512562807,5.0,Consensus
Consensus_median_normalized,ch13,0.4480424676370488,0.4480424676370488,6.0,Consensus
Consensus_mean_ranking,ch0,6.230769230769231,6.230769230769231,12.0,Consensus
Consensus_mean_ranking,ch1,9.576923076923077,9.576923076923077,2.0,Consensus
Consensus_mean_ranking,ch2,7.653846153846154,7.653846153846154,4.0,Consensus
Consensus_mean_ranking,ch3,4.846153846153846,4.846153846153846,14.0,Consensus
Consensus_mean_ranking,ch4,7.230769230769231,7.230769230769231,10.0,Consensus
Consensus_mean_ranking,ch5,11.423076923076923,11.423076923076923,1.0,Consensus
Consensus_mean_ranking,ch6,7.3076923076923075,7.3076923076923075,8.0,Consensus
Consensus_mean_ranking,ch7,6.346153846153846,6.346153846153846,11.0,Consensus
Consensus_mean_ranking,ch8,6.0,6.0,13.0,Consensus
Consensus_mean_ranking,ch9,7.5,7.5,5.0,Consensus
Consensus_mean_ranking,ch10,8.923076923076923,8.923076923076923,3.0,Consensus
Consensus_mean_ranking,ch11,7.3076923076923075,7.3076923076923075,8.0,Consensus
Consensus_mean_ranking,ch12,7.346153846153846,7.346153846153846,6.0,Consensus
Consensus_mean_ranking,ch13,7.3076923076923075,7.3076923076923075,8.0,Consensus
Consensus_borda_count,ch0,8.76923076923077,8.76923076923077,3.0,Consensus
Consensus_borda_count,ch1,5.423076923076923,5.423076923076923,13.0,Consensus
Consensus_borda_count,ch2,7.346153846153846,7.346153846153846,11.0,Consensus
Consensus_borda_count,ch3,10.153846153846153,10.153846153846153,1.0,Consensus
Consensus_borda_count,ch4,7.769230769230769,7.769230769230769,5.0,Consensus
Consensus_borda_count,ch5,3.5769230769230766,3.5769230769230766,14.0,Consensus
Consensus_borda_count,ch6,7.6923076923076925,7.6923076923076925,7.0,Consensus
Consensus_borda_count,ch7,8.653846153846153,8.653846153846153,4.0,Consensus
Consensus_borda_count,ch8,9.0,9.0,2.0,Consensus
Consensus_borda_count,ch9,7.5,7.5,10.0,Consensus
Consensus_borda_count,ch10,6.076923076923077,6.076923076923077,12.0,Consensus
Consensus_borda_count,ch11,7.6923076923076925,7.6923076923076925,7.0,Consensus
Consensus_borda_count,ch12,7.653846153846154,7.653846153846154,9.0,Consensus
Consensus_borda_count,ch13,7.6923076923076925,7.6923076923076925,7.0,Consensus
